Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDO09,4072.6296466687254,OUT017
FDU43,3907.7935889370897,OUT045
FDX09,423.5435272641338,OUT010
FDH40,192.55766930617196,OUT019
FDW58,1566.6702672144127,OUT017
FDC47,3791.6120186014946,OUT017
NCR41,1530.8707161355806,OUT035
DRG49,3906.5359963813826,OUT035
FDC52,4080.30212920719,OUT027
FDY13,1156.1641308818917,OUT046
FDY35,702.9889465376805,OUT013
FDI35,3037.235127305971,OUT017
NCU18,2041.7880808634854,OUT049
FDY33,2538.1863701325465,OUT018
FDC15,4168.862818833987,OUT027
FDU01,3053.918403402289,OUT049
NCU42,2742.3516747280137,OUT046
NCV29,2889.148375050899,OUT018
NCY30,3048.6193538285156,OUT017
FDQ46,1678.1722094345846,OUT049
FDG58,4117.690058501518,OUT027
FDK33,3683.7061633552507,OUT017
NCD07,1943.4780342125532,OUT045
NCX29,4027.616737248815,OUT027
NCT42,2483.0201982685844,OUT013
DRN59,740.7415131176468,OUT035
FDI44,1299.9641195307188,OUT035
FDA45,2893.2629853565622,OUT049
FDP31,1062.5009575820723,OUT045
FDY01,1940.8893438526568,OUT046
FDT09,2027.0441561225293,OUT018
DRH03,2808.5475745851704,OUT027
FDA36,3052.160753950867,OUT018
NCF31,2500.3449191249306,OUT017
FDG14,2483.0201982685844,OUT049
FDG28,5840.516013649389,OUT027
FDU14,4012.375825499692,OUT049
FDY47,283.78686556250466,OUT019
FDI56,1490.070865211924,OUT049
DRD01,990.0209127980897,OUT013
FDM22,944.4747508978778,OUT046
FDH33,702.1567035103442,OUT013
DRZ24,1962.432300631538,OUT013
NCQ38,1566.6702672144127,OUT046
FDO16,2362.384558026052,OUT027
FDU07,4073.834072319768,OUT027
NCB07,3052.160753950867,OUT013
FDU48,2027.0441561225293,OUT045
NCM43,2558.156070286146,OUT045
FDR31,363.6117969194175,OUT010
DRK49,665.2394778871737,OUT018
NCI30,575.7535356038657,OUT010
DRD60,3019.054549254498,OUT017
NCG19,3858.239568998546,OUT046
FDH12,1566.6702672144127,OUT035
FDM32,1521.939139467583,OUT035
FDM27,2501.8855928177013,OUT035
NCU53,4253.2459465929105,OUT027
NCQ18,1544.492060498483,OUT046
FDS10,2953.170238610204,OUT013
FDB33,4168.862818833987,OUT027
FDI12,1518.1428234930852,OUT013
NCW42,3772.70997320471,OUT013
NCC06,2024.689947357086,OUT018
FDW02,2024.689947357086,OUT017
NCD43,1566.6702672144127,OUT017
FDM57,1404.6335391289444,OUT018
FDA58,3892.0458498243847,OUT017
FDK56,3053.918403402289,OUT046
FDP52,3824.3778792458615,OUT045
FDW20,2024.689947357086,OUT018
FDS52,1553.9454690044452,OUT049
NCT29,2016.9282246202192,OUT018
NCL54,2887.539687957748,OUT013
FDC05,3073.9407060942035,OUT045
FDF34,3061.956257013859,OUT035
FDP03,2982.3954633083326,OUT027
FDD32,186.74709989783966,OUT010
FDZ10,2024.689947357086,OUT045
FDZ40,907.2668901775639,OUT035
FDD51,666.0717209145099,OUT018
NCY30,432.76590856741547,OUT019
FDP58,3721.1512716738243,OUT017
FDV49,4071.4570420523605,OUT017
FDY24,132.5453791313342,OUT019
NCO55,1569.0708326910626,OUT017
FDR13,1945.9241223751485,OUT017
FDS51,1005.3796361218452,OUT017
FDP26,1566.6702672144127,OUT045
NCB54,2995.256124022364,OUT027
FDF32,3061.956257013859,OUT017
FDN31,3052.160753950867,OUT018
DRM48,662.363153409563,OUT017
FDN20,2737.0202883284446,OUT049
DRL01,3808.765407951096,OUT046
FDV56,1569.0708326910626,OUT049
DRH13,2884.1895326417352,OUT027
FDA03,2483.0201982685844,OUT017
FDF47,5840.516013649389,OUT027
FDX32,2483.0201982685844,OUT046
FDX57,1530.8707161355806,OUT049
NCA30,3053.918403402289,OUT045
FDO49,777.7847104973325,OUT013
FDL04,250.82284026234137,OUT019
DRM48,665.4578919293448,OUT035
FDR16,3684.4189537612374,OUT013
NCC19,3052.160753950867,OUT018
NCE42,3905.4581437024517,OUT045
FDY24,907.2668901775639,OUT017
FDH19,2869.63309949154,OUT049
FDJ46,2867.875450040118,OUT013
FDN45,573.3651088075596,OUT010
FDY08,2032.2300870824602,OUT035
FDZ37,1442.2076288717626,OUT035
NCT30,743.0022282082338,OUT045
DRY23,665.2394778871737,OUT018
NCZ30,2024.689947357086,OUT018
FDC44,1925.9266146000816,OUT018
FDB45,1566.6702672144127,OUT035
FDY04,2555.0831768788757,OUT013
FDM27,2539.944019583969,OUT046
FDZ43,3905.272564399832,OUT017
FDT39,367.71953771934835,OUT019
NCC06,281.07024019482037,OUT019
FDL15,4117.690058501518,OUT027
FDL57,4050.7747843635084,OUT017
FDU08,1540.2199035739177,OUT046
FDK40,4094.570445516798,OUT017
FDQ12,568.7075338567083,OUT010
FDS48,2483.0201982685844,OUT017
FDP09,3685.8219911431675,OUT045
FDW21,1544.492060498483,OUT049
FDY25,3019.054549254498,OUT035
DRE13,1431.0843748221462,OUT017
FDV43,132.5453791313342,OUT019
FDD22,1678.1722094345846,OUT045
FDM46,232.79472029257235,OUT019
NCO30,484.0452415850759,OUT010
FDM25,2869.63309949154,OUT046
NCN41,2024.689947357086,OUT049
FDU24,1524.1201804618001,OUT045
FDZ50,3048.6193538285156,OUT046
FDP45,3988.976425450148,OUT013
NCM54,2024.689947357086,OUT045
FDW10,423.21006933898315,OUT019
FDP20,2024.689947357086,OUT017
FDK32,2483.0201982685844,OUT046
FDN52,1452.6803620755863,OUT049
FDM58,1657.7733005906118,OUT045
FDZ46,2912.916703126138,OUT027
NCA18,1945.9241223751485,OUT018
FDD35,2024.689947357086,OUT046
NCK31,743.4865499356041,OUT035
FDI40,2844.2106673839608,OUT027
FDT50,240.159169634663,OUT019
NCT06,2558.156070286146,OUT046
FDT31,3053.918403402289,OUT035
FDT45,869.7243990115529,OUT049
FDT13,3053.918403402289,OUT045
FDO50,1493.8663836316402,OUT045
NCU18,278.74044854308374,OUT010
NCR54,3053.918403402289,OUT049
NCO18,2891.5053359051394,OUT018
FDU09,907.2668901775639,OUT045
FDT13,3052.160753950867,OUT018
FDE09,1678.1722094345846,OUT046
NCK53,250.57405856629052,OUT019
FDG45,3681.934497381577,OUT049
DRH15,679.4894992323051,OUT035
FDO21,571.7999336287536,OUT019
FDD14,5139.304054083272,OUT027
FDC09,1566.6702672144127,OUT046
FDH45,1005.3198340845665,OUT027
FDV32,1123.454566534209,OUT046
FDG12,1980.2296024378963,OUT035
FDS32,2032.2300870824602,OUT013
NCL55,3789.5650937558526,OUT018
DRE01,3897.2308279206873,OUT035
DRE15,1299.9411177427955,OUT049
NCL42,3910.3771886274735,OUT045
FDP31,1204.781870535885,OUT013
FDN33,1524.1201804618001,OUT018
FDZ59,2558.156070286146,OUT046
FDE45,428.9423162970415,OUT010
FDJ07,1962.432300631538,OUT013
FDQ45,3052.160753950867,OUT018
FDM33,5840.516013649389,OUT027
FDO15,151.93695567666188,OUT010
FDM46,1538.686345400322,OUT013
FDR03,3454.424051116308,OUT045
FDY49,2673.4359774077075,OUT018
FDQ60,1968.3497510660052,OUT045
FDW10,2872.245478491767,OUT049
FDO51,678.323967041292,OUT049
FDJ40,1571.4902117759664,OUT018
FDS20,3040.6386356610587,OUT018
FDU45,1780.8038860845802,OUT013
FDV02,2742.3516747280137,OUT035
FDN09,3923.8019747081976,OUT046
NCM55,5139.304054083272,OUT027
FDN23,2468.244987321134,OUT018
FDY31,367.01330518915086,OUT010
FDW03,243.62720368162073,OUT010
FDD14,3048.6193538285156,OUT046
FDV23,2024.689947357086,OUT017
DRI03,2869.63309949154,OUT045
FDN13,1544.492060498483,OUT035
FDF45,1305.6321772204194,OUT027
FDU46,1442.2076288717626,OUT035
FDB57,3772.726807112382,OUT049
FDV12,1544.492060498483,OUT049
FDQ58,2483.0201982685844,OUT013
NCA18,1943.4780342125532,OUT017
FDH52,999.981456920423,OUT049
FDM24,2483.0201982685844,OUT018
NCP43,4801.014259582171,OUT027
NCO18,426.02000104495016,OUT019
FDM32,1500.8701428251159,OUT017
NCL07,664.3888448250015,OUT017
FDK03,3997.0378361443722,OUT013
FDP59,1566.6702672144127,OUT017
FDQ24,3991.41059877459,OUT049
FDQ16,1571.4902117759664,OUT018
FDU44,2542.4091235226915,OUT013
FDH28,132.5453791313342,OUT010
FDV28,132.5453791313342,OUT019
FDM22,900.98780336586,OUT045
FDR56,3053.918403402289,OUT046
FDV39,3061.956257013859,OUT049
FDU37,168.69689448647463,OUT019
FDQ11,571.3547450505035,OUT010
FDX02,3779.6370958809252,OUT045
NCS42,1524.236939075609,OUT018
FDY57,2808.5475745851704,OUT027
FDB21,3888.7254108727875,OUT049
FDE28,3832.87490175728,OUT017
FDQ55,1925.9266146000816,OUT017
FDA48,3758.663685081872,OUT049
FDZ19,2869.63309949154,OUT045
NCC43,3991.849341530346,OUT045
NCV18,1419.5244411656345,OUT046
NCA42,2538.1863701325465,OUT018
FDY45,4053.8819849814377,OUT046
NCC30,2954.9278880616266,OUT045
FDM57,1517.9778106744932,OUT013
FDL09,385.64700973375,OUT010
FDB09,2982.3954633083326,OUT027
FDT44,1968.3497510660052,OUT035
NCT06,4253.2459465929105,OUT027
FDX26,3048.6193538285156,OUT049
FDK32,2500.3449191249306,OUT013
DRA12,2059.379547637726,OUT046
FDO46,493.9560704518509,OUT010
FDE52,1520.697667478043,OUT013
NCH42,3820.3413146860903,OUT045
FDV08,667.1763149571894,OUT035
FDB47,3468.7217412784235,OUT018
FDC28,260.75144320734665,OUT010
FDD22,1928.5544208341798,OUT046
FDS07,2916.164595279333,OUT027
DRI13,3712.623740279386,OUT045
FDG32,3533.9762206240375,OUT018
FDU14,4021.9513043479024,OUT017
FDD28,133.30624104407391,OUT019
NCP41,1571.4902117759664,OUT017
FDS08,2869.63309949154,OUT049
FDX47,2518.6044299032847,OUT045
FDC53,249.4711385670212,OUT019
FDQ19,3928.9532383449346,OUT035
FDL14,2500.3449191249306,OUT045
FDM33,573.8102973858096,OUT019
FDA51,1925.9266146000816,OUT045
FDZ27,740.1667221186137,OUT018
FDT04,670.3386562602266,OUT046
DRC13,2024.689947357086,OUT049
FDR16,5840.516013649389,OUT027
FDQ03,5840.516013649389,OUT027
FDE38,2700.609378670201,OUT035
DRH23,1241.938198921497,OUT027
FDT11,493.9776712300687,OUT019
FDD09,2969.683191487092,OUT035
FDR40,1399.6890180055852,OUT045
FDX07,3048.6193538285156,OUT017
FDR07,1530.8707161355806,OUT035
FDA51,1931.10180965766,OUT017
FDT59,572.6517003506161,OUT019
FDF20,3053.918403402289,OUT017
FDR13,1940.8893438526568,OUT045
FDY26,3683.8705336036446,OUT049
FDW04,2027.0441561225293,OUT017
FDK52,3818.9239821441583,OUT017
FDN60,2516.690207491408,OUT049
FDM09,407.63138132000864,OUT019
FDP46,1455.4970588228402,OUT049
FDB50,168.69689448647463,OUT019
NCQ29,4039.956165314334,OUT049
FDP16,5838.477389551204,OUT027
FDX33,2546.4603158222085,OUT018
FDP07,507.4437934670012,OUT010
FDN22,4001.3202286778746,OUT046
FDF39,4064.0620255760277,OUT049
FDS21,981.6248995519591,OUT017
NCM42,1569.0708326910626,OUT013
FDK50,382.46952462431386,OUT019
DRF13,4073.834072319768,OUT027
FDH35,2555.0831768788757,OUT018
FDP60,1544.492060498483,OUT018
DRJ49,2995.256124022364,OUT027
NCT42,366.4852755772105,OUT019
FDE38,2690.620238403528,OUT049
FDI04,3073.9407060942035,OUT049
NCH54,2523.150702599303,OUT045
FDT56,930.788304429827,OUT049
DRD15,3586.0460857475036,OUT018
FDV58,3052.160753950867,OUT013
FDP21,3053.918403402289,OUT049
FDH05,3807.5784191929165,OUT013
FDR10,4244.446125862624,OUT027
NCP06,2483.0201982685844,OUT045
FDF33,1569.0708326910626,OUT049
DRK37,3052.160753950867,OUT013
DRH49,1405.484355543532,OUT045
FDT58,2683.688902824036,OUT013
FDD41,1566.6702672144127,OUT018
FDP40,1652.9935451364206,OUT018
FDM51,2844.2106673839608,OUT027
FDO45,190.46720082545653,OUT010
FDW33,243.8759853776716,OUT010
FDY24,907.2668901775639,OUT045
FDB10,569.8676802105105,OUT010
FDM40,2041.7880808634854,OUT035
NCI06,3019.054549254498,OUT017
FDW12,339.00437489736476,OUT019
FDX48,4117.690058501518,OUT027
NCW05,2878.196235637122,OUT027
FDX27,1530.8707161355806,OUT017
DRM37,3073.9407060942035,OUT045
FDA38,3902.8010770629644,OUT045
FDR36,669.4880231980543,OUT046
FDZ45,3107.032560258491,OUT046
FDG05,2539.944019583969,OUT017
FDK28,4062.0934010254136,OUT013
FDV47,1431.0843748221462,OUT045
FDN21,2544.166772974115,OUT045
FDP20,2990.186953417119,OUT027
FDI35,3037.235127305971,OUT045
DRY23,702.1567035103442,OUT013
FDA56,2024.689947357086,OUT017
FDB09,2024.689947357086,OUT013
NCO26,2922.4816905478224,OUT027
FDQ49,2509.6175965079133,OUT018
FDI52,2973.8284736435166,OUT027
FDZ44,2922.4816905478224,OUT027
FDZ09,2556.3984208347233,OUT018
FDY03,1925.9266146000816,OUT049
NCG42,2027.0441561225293,OUT017
DRI13,5840.516013649389,OUT027
FDQ32,2024.689947357086,OUT013
FDW16,1493.8663836316402,OUT035
FDU27,744.5836725002406,OUT046
FDR28,383.9653122143008,OUT010
FDQ49,380.70019925195794,OUT010
FDS37,1943.4780342125532,OUT046
FDW26,3510.605528178575,OUT018
FDX12,3697.357961734865,OUT018
NCP06,2483.0201982685844,OUT013
FDW45,366.1190420054878,OUT010
NCN30,1530.8707161355806,OUT049
FDN24,869.7243990115529,OUT049
NCL41,1002.4435096069559,OUT027
FDR02,262.0834238894928,OUT019
FDD09,454.1744515901565,OUT010
FDS33,190.71598252150739,OUT010
FDU22,2016.9282246202192,OUT045
FDI53,2555.0831768788757,OUT013
DRH01,2869.63309949154,OUT049
FDX32,2061.681814358643,OUT013
NCP30,664.3888448250015,OUT018
FDB60,3053.918403402289,OUT045
FDB14,1524.1201804618001,OUT049
NCP02,907.2668901775639,OUT035
FDJ10,2032.2300870824602,OUT017
FDG34,1655.2489317484585,OUT046
NCB18,1452.6803620755863,OUT017
FDM16,1104.0204331382897,OUT049
FDW25,1407.9786258463296,OUT018
FDB35,220.049542301518,OUT010
DRN11,2110.0567611185875,OUT013
FDF41,569.4224916322605,OUT019
FDH16,1459.494476606851,OUT045
NCQ50,3486.797553420929,OUT018
DRH23,918.4864497872076,OUT018
DRJ37,2483.0201982685844,OUT013
DRJ24,5139.304054083272,OUT027
FDY16,3048.6193538285156,OUT035
FDQ27,1566.6702672144127,OUT045
FDZ33,2483.0201982685844,OUT045
FDF29,2027.0441561225293,OUT045
FDA08,2556.840826330298,OUT049
FDG31,1122.629759367476,OUT046
FDE34,471.6586207036845,OUT019
NCR30,1456.5794816906669,OUT027
FDV33,4069.733871739756,OUT035
DRZ24,2019.6488498451204,OUT018
NCL54,2869.63309949154,OUT035
FDR12,2869.63309949154,OUT049
NCC54,3874.6218260633404,OUT046
DRN59,775.0396736793754,OUT013
FDX50,263.2586946463991,OUT019
FDV31,4731.9646434882625,OUT027
NCA29,4402.481971649417,OUT027
FDW60,2889.297337409171,OUT049
FDX08,3048.6193538285156,OUT017
DRD49,3866.89530232871,OUT013
FDD33,3826.365005580387,OUT046
FDW35,702.1567035103442,OUT013
FDJ36,1566.6702672144127,OUT017
FDV51,2631.6793476565344,OUT035
FDW36,1569.0708326910626,OUT046
FDH35,2558.156070286146,OUT046
NCS30,2995.256124022364,OUT027
FDN49,664.3888448250015,OUT017
FDL08,3696.6986989512866,OUT018
FDI09,3903.0600893746996,OUT013
FDP19,2027.0441561225293,OUT018
FDU21,132.5453791313342,OUT010
NCP41,1569.0708326910626,OUT045
FDY10,1807.6418394937818,OUT013
FDP12,662.363153409563,OUT018
NCN26,1943.4780342125532,OUT049
FDK44,2867.875450040118,OUT013
FDC28,1571.4902117759664,OUT049
FDJ41,5838.477389551204,OUT027
NCT29,2024.689947357086,OUT035
NCH42,571.3547450505035,OUT019
FDU60,2683.688902824036,OUT018
FDS02,3053.918403402289,OUT045
FDC51,2024.689947357086,OUT046
FDU03,3046.8617043770923,OUT013
FDX39,3688.4577173714897,OUT045
NCY05,132.5453791313342,OUT010
NCL06,5838.477389551204,OUT027
FDD32,1312.7964723197686,OUT035
NCN41,2024.689947357086,OUT045
NCX53,2041.7880808634854,OUT049
FDU57,367.71953771934835,OUT019
FDQ23,1566.6702672144127,OUT046
FDQ52,3983.674992600901,OUT045
FDC14,667.2243509146214,OUT045
FDY09,2889.297337409171,OUT035
FDQ28,2501.8855928177013,OUT045
FDV25,3779.845899095,OUT046
FDJ07,1943.4780342125532,OUT035
DRB25,1566.6702672144127,OUT049
FDK52,573.8102973858096,OUT019
FDY52,1400.8474200183382,OUT027
FDB28,3061.956257013859,OUT046
FDT36,664.2999904795787,OUT035
FDV25,3797.1785007850285,OUT017
NCN07,2995.256124022364,OUT027
FDC57,3053.918403402289,OUT017
FDQ03,3659.8237138514455,OUT018
FDU23,2685.4465522754595,OUT017
NCX41,3694.586394011184,OUT035
NCD06,742.1035591886296,OUT035
FDW08,1569.0708326910626,OUT045
NCU29,2471.0226432862582,OUT017
NCE06,2546.4603158222085,OUT013
FDV52,270.5377442102135,OUT010
FDB02,2889.297337409171,OUT017
NCR18,668.0749839767936,OUT045
FDK16,1530.8707161355806,OUT049
NCQ29,572.5148914043058,OUT010
FDZ01,249.4711385670212,OUT019
FDW27,2516.690207491408,OUT035
FDD17,3660.067737646196,OUT018
FDW39,2887.539687957748,OUT013
DRH59,1083.758742905522,OUT045
FDS52,1561.3843497525854,OUT013
FDU40,5735.913071470718,OUT027
NCF54,2867.875450040118,OUT013
FDH46,1566.6702672144127,OUT045
NCP14,1566.6702672144127,OUT049
FDH50,3053.918403402289,OUT049
DRF15,371.0223263936968,OUT010
FDV27,2508.283098344287,OUT027
NCJ06,2019.6488498451204,OUT049
FDN02,3312.111435349613,OUT018
FDQ51,743.2216264292579,OUT049
FDQ07,3766.0741025164625,OUT017
FDS45,1566.6702672144127,OUT049
NCJ06,2024.689947357086,OUT045
FDD36,1945.9241223751485,OUT035
FDY25,3048.6193538285156,OUT045
FDU52,2500.3449191249306,OUT046
DRK47,3813.843842414557,OUT017
NCL30,2024.689947357086,OUT017
FDN22,4011.9682638896797,OUT035
NCF30,2990.186953417119,OUT027
FDK03,4040.0906978987014,OUT035
FDT45,907.2668901775639,OUT017
NCC54,5838.477389551204,OUT027
FDP08,3052.160753950867,OUT018
FDU44,2556.840826330298,OUT046
