Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDO38,-668.0,OUT010
FDE28,5161.0,OUT027
FDO27,1698.0,OUT035
DRL23,3173.0,OUT027
FDS28,965.0,OUT046
FDX24,1556.0,OUT013
FDZ02,1744.0,OUT035
FDL46,1810.0,OUT045
FDS60,4303.0,OUT027
NCO06,632.0,OUT017
FDO16,1526.0,OUT035
FDC60,1543.0,OUT049
FDA48,3195.0,OUT018
FDZ36,4461.0,OUT027
FDK27,1876.0,OUT045
FDW23,375.0,OUT018
FDM14,1507.0,OUT018
FDM14,1796.0,OUT013
FDW60,2601.0,OUT018
FDE21,1916.0,OUT013
NCM42,1879.0,OUT035
FDY59,-370.0,OUT010
DRI49,1385.0,OUT049
FDT28,515.0,OUT019
FDQ22,406.0,OUT018
FDR60,1341.0,OUT049
FDC50,-391.0,OUT019
FDV24,2464.0,OUT013
DRF48,1026.0,OUT010
FDQ47,639.0,OUT046
DRN36,1667.0,OUT049
NCY06,2171.0,OUT035
FDE52,1658.0,OUT035
NCB54,1934.0,OUT045
NCF31,2546.0,OUT035
FDJ08,4455.0,OUT027
NCC07,1784.0,OUT017
NCD19,2365.0,OUT027
FDL46,2019.0,OUT049
FDM20,3834.0,OUT045
NCI06,918.0,OUT010
DRM11,4217.0,OUT035
NCH07,2200.0,OUT018
FDS23,2088.0,OUT013
FDO49,597.0,OUT018
FDS35,1169.0,OUT049
DRK39,1275.0,OUT045
DRI39,1041.0,OUT049
FDV04,2636.0,OUT017
NCN14,3006.0,OUT035
FDH08,3696.0,OUT013
FDS20,2911.0,OUT046
FDV40,1365.0,OUT049
FDZ48,-140.0,OUT010
FDS24,2919.0,OUT027
FDK44,2867.0,OUT049
FDS48,2342.0,OUT045
FDK26,1106.0,OUT010
FDD23,2970.0,OUT045
NCH54,2633.0,OUT017
NCP14,-250.0,OUT010
FDM60,-1180.0,OUT010
FDV24,2520.0,OUT017
FDH08,3342.0,OUT018
FDS12,3469.0,OUT027
FDR39,4325.0,OUT027
FDP12,2133.0,OUT027
DRF60,5195.0,OUT027
FDC09,1848.0,OUT035
FDF50,2884.0,OUT018
FDG28,4054.0,OUT035
NCE19,980.0,OUT017
NCM53,-200.0,OUT010
NCN18,1855.0,OUT049
FDF32,3316.0,OUT035
FDF11,3880.0,OUT013
DRI59,3667.0,OUT049
NCG54,2808.0,OUT035
FDM44,1637.0,OUT046
FDT57,3462.0,OUT018
FDV24,2419.0,OUT046
FDI50,1775.0,OUT019
FDS09,1032.0,OUT035
NCC31,3901.0,OUT027
FDQ07,1601.0,OUT019
FDC22,3168.0,OUT017
FDZ56,2697.0,OUT046
FDZ40,-997.0,OUT019
FDS46,3401.0,OUT027
DRD24,2161.0,OUT045
FDV45,3104.0,OUT017
FDL26,2418.0,OUT045
FDA56,1703.0,OUT018
FDN27,1921.0,OUT046
FDM20,3987.0,OUT049
FDO16,1456.0,OUT017
FDL03,3300.0,OUT035
FDE58,1913.0,OUT046
FDI02,3295.0,OUT027
NCC55,-1229.0,OUT019
FDR03,3050.0,OUT018
FDB14,1639.0,OUT017
FDR45,3856.0,OUT013
NCN07,2154.0,OUT017
FDM51,-177.0,OUT019
FDT52,5369.0,OUT027
FDL26,2463.0,OUT046
NCZ42,3763.0,OUT046
DRI47,421.0,OUT019
FDW40,2324.0,OUT013
FDN34,2743.0,OUT046
FDS01,2986.0,OUT035
NCG55,1788.0,OUT045
FDC11,1546.0,OUT035
FDX35,3338.0,OUT018
NCB06,2518.0,OUT046
FDR09,2193.0,OUT019
FDC53,1674.0,OUT017
FDY45,4080.0,OUT013
FDA22,768.0,OUT010
FDE02,1668.0,OUT035
FDW21,1626.0,OUT045
FDV34,1257.0,OUT046
FDS59,1899.0,OUT049
NCW17,2128.0,OUT017
NCK54,1927.0,OUT046
FDG17,2015.0,OUT019
FDG35,2911.0,OUT017
FDD08,-1266.0,OUT010
NCO07,3425.0,OUT017
FDJ10,362.0,OUT010
FDW36,1777.0,OUT017
FDW21,-266.0,OUT010
FDY19,2000.0,OUT017
DRE03,818.0,OUT013
NCC55,743.0,OUT049
FDH52,-816.0,OUT010
FDO09,4310.0,OUT017
FDU43,3762.0,OUT045
FDX09,856.0,OUT010
FDH40,-517.0,OUT019
FDW58,1804.0,OUT017
FDC47,3676.0,OUT017
NCR41,1666.0,OUT035
DRG49,3983.0,OUT035
FDC52,3945.0,OUT027
FDY13,1225.0,OUT046
FDY35,828.0,OUT013
FDI35,2996.0,OUT017
NCU18,2329.0,OUT049
FDY33,2285.0,OUT018
FDC15,3939.0,OUT027
FDU01,3121.0,OUT049
NCU42,2680.0,OUT046
NCV29,2522.0,OUT018
NCY30,2982.0,OUT017
FDQ46,1901.0,OUT049
FDG58,3951.0,OUT027
FDK33,3484.0,OUT017
NCD07,1790.0,OUT045
NCX29,3721.0,OUT027
NCT42,2380.0,OUT013
DRN59,913.0,OUT035
FDI44,1424.0,OUT035
FDA45,2929.0,OUT049
FDP31,1034.0,OUT045
FDY01,1871.0,OUT046
FDT09,1899.0,OUT018
DRH03,2983.0,OUT027
FDA36,2693.0,OUT018
NCF31,2517.0,OUT017
FDG14,2563.0,OUT049
FDG28,5395.0,OUT027
FDU14,4067.0,OUT049
FDY47,251.0,OUT019
FDI56,1555.0,OUT049
DRD01,994.0,OUT013
FDM22,963.0,OUT046
FDH33,744.0,OUT013
DRZ24,1934.0,OUT013
NCQ38,1675.0,OUT046
FDO16,2833.0,OUT027
FDU07,3837.0,OUT027
NCB07,3088.0,OUT013
FDU48,2040.0,OUT045
NCM43,2532.0,OUT045
FDR31,428.0,OUT010
DRK49,414.0,OUT018
NCI30,1914.0,OUT010
DRD60,2965.0,OUT017
NCG19,3675.0,OUT046
FDH12,1822.0,OUT035
FDM32,1652.0,OUT035
FDM27,2654.0,OUT035
NCU53,4075.0,OUT027
NCQ18,1553.0,OUT046
FDS10,2896.0,OUT013
FDB33,3969.0,OUT027
FDI12,1468.0,OUT013
NCW42,3512.0,OUT013
NCC06,1752.0,OUT018
FDW02,2170.0,OUT017
NCD43,1764.0,OUT017
FDM57,1105.0,OUT018
FDA58,3850.0,OUT017
FDK56,2939.0,OUT046
FDP52,3630.0,OUT045
FDW20,1723.0,OUT018
FDS52,1731.0,OUT049
NCT29,1610.0,OUT018
NCL54,2840.0,OUT013
FDC05,3102.0,OUT045
FDF34,3314.0,OUT035
FDP03,3495.0,OUT027
FDD32,-510.0,OUT010
FDZ10,1980.0,OUT045
FDZ40,1042.0,OUT035
FDD51,461.0,OUT018
NCY30,943.0,OUT019
FDP58,3538.0,OUT017
FDV49,4278.0,OUT017
FDY24,-991.0,OUT019
NCO55,1785.0,OUT017
FDR13,2017.0,OUT017
FDS51,1135.0,OUT017
FDP26,1616.0,OUT045
NCB54,3497.0,OUT027
FDF32,3242.0,OUT017
FDN31,2717.0,OUT018
DRM48,689.0,OUT017
FDN20,2807.0,OUT049
DRL01,3711.0,OUT046
FDV56,1881.0,OUT049
DRH13,3181.0,OUT027
FDA03,2478.0,OUT017
FDF47,4995.0,OUT027
FDX32,2377.0,OUT046
FDX57,1715.0,OUT049
NCA30,2916.0,OUT045
FDO49,916.0,OUT013
FDL04,-223.0,OUT019
DRM48,751.0,OUT035
FDR16,3436.0,OUT013
NCC19,2741.0,OUT018
NCE42,3642.0,OUT045
FDY24,1046.0,OUT017
FDH19,2897.0,OUT049
FDJ46,2812.0,OUT013
FDN45,1614.0,OUT010
FDY08,2388.0,OUT035
FDZ37,1614.0,OUT035
NCT30,686.0,OUT045
DRY23,442.0,OUT018
NCZ30,1650.0,OUT018
FDC44,1523.0,OUT018
FDB45,1836.0,OUT035
FDY04,2680.0,OUT013
FDM27,2555.0,OUT046
FDZ43,3959.0,OUT017
FDT39,563.0,OUT019
NCC06,113.0,OUT019
FDL15,3903.0,OUT027
FDL57,4204.0,OUT017
FDU08,1607.0,OUT046
FDK40,4304.0,OUT017
FDQ12,1710.0,OUT010
FDS48,2528.0,OUT017
FDP09,3290.0,OUT045
FDW21,1771.0,OUT049
FDY25,3040.0,OUT035
DRE13,1475.0,OUT017
FDV43,-1179.0,OUT019
FDD22,1716.0,OUT045
FDM46,-443.0,OUT019
NCO30,1012.0,OUT010
FDM25,2805.0,OUT046
NCN41,2041.0,OUT049
FDU24,1478.0,OUT045
FDZ50,2957.0,OUT046
FDP45,4056.0,OUT013
NCM54,1926.0,OUT045
FDW10,905.0,OUT019
FDP20,2158.0,OUT017
FDK32,2461.0,OUT046
FDN52,1549.0,OUT049
FDM58,1762.0,OUT045
FDZ46,3241.0,OUT027
NCA18,1570.0,OUT018
FDD35,1979.0,OUT046
NCK31,943.0,OUT035
FDI40,3105.0,OUT027
FDT50,-289.0,OUT019
NCT06,2605.0,OUT046
FDT31,3130.0,OUT035
FDT45,997.0,OUT049
FDT13,2916.0,OUT045
FDO50,1418.0,OUT045
NCU18,300.0,OUT010
NCR54,3167.0,OUT049
NCO18,2525.0,OUT018
FDU09,902.0,OUT045
FDT13,2712.0,OUT018
FDE09,1815.0,OUT046
NCK53,-279.0,OUT019
FDG45,3475.0,OUT049
DRH15,879.0,OUT035
FDO21,1711.0,OUT019
FDD14,4351.0,OUT027
FDC09,1705.0,OUT046
FDH45,2219.0,OUT027
FDV32,1061.0,OUT046
FDG12,2134.0,OUT035
FDS32,2328.0,OUT013
NCL55,3672.0,OUT018
DRE01,3945.0,OUT035
DRE15,1361.0,OUT049
NCL42,3812.0,OUT045
FDP31,1112.0,OUT013
FDN33,1264.0,OUT018
FDZ59,2649.0,OUT046
FDE45,928.0,OUT010
FDJ07,1956.0,OUT013
FDQ45,2717.0,OUT018
FDM33,4927.0,OUT027
FDO15,-624.0,OUT010
FDM46,1504.0,OUT013
FDR03,3258.0,OUT045
FDY49,2419.0,OUT018
FDQ60,1864.0,OUT045
FDW10,2905.0,OUT049
FDO51,909.0,OUT049
FDJ40,1519.0,OUT018
FDS20,2619.0,OUT018
FDU45,1888.0,OUT013
FDV02,2840.0,OUT035
FDN09,3841.0,OUT046
NCM55,4389.0,OUT027
FDN23,2071.0,OUT018
FDY31,400.0,OUT010
FDW03,-152.0,OUT010
FDD14,2881.0,OUT046
FDV23,2110.0,OUT017
DRI03,2721.0,OUT045
FDN13,1722.0,OUT035
FDF45,2505.0,OUT027
FDU46,1612.0,OUT035
FDB57,3671.0,OUT049
FDV12,1757.0,OUT049
FDQ58,2484.0,OUT013
NCA18,1934.0,OUT017
FDH52,1165.0,OUT049
FDM24,2158.0,OUT018
NCP43,4311.0,OUT027
NCO18,887.0,OUT019
FDM32,1602.0,OUT017
NCL07,734.0,OUT017
FDK03,4072.0,OUT013
FDP59,1788.0,OUT017
FDQ24,4063.0,OUT049
FDQ16,1486.0,OUT018
FDU44,2636.0,OUT013
FDH28,-1230.0,OUT010
FDV28,-1263.0,OUT019
FDM22,874.0,OUT045
FDR56,3141.0,OUT046
FDV39,3251.0,OUT049
FDU37,-547.0,OUT019
FDQ11,2138.0,OUT010
FDX02,3472.0,OUT045
NCS42,1185.0,OUT018
FDY57,3021.0,OUT027
FDB21,3911.0,OUT049
FDE28,3768.0,OUT017
FDQ55,1978.0,OUT017
FDA48,3617.0,OUT049
FDZ19,2692.0,OUT045
NCC43,3884.0,OUT045
NCV18,1291.0,OUT046
NCA42,2248.0,OUT018
FDY45,4073.0,OUT046
NCC30,2748.0,OUT045
FDM57,1460.0,OUT013
FDL09,746.0,OUT010
FDB09,3453.0,OUT027
FDT44,2044.0,OUT035
NCT06,4055.0,OUT027
FDX26,3009.0,OUT049
FDK32,2528.0,OUT013
DRA12,2287.0,OUT046
FDO46,1140.0,OUT010
FDE52,1508.0,OUT013
NCH42,3540.0,OUT045
FDV08,888.0,OUT035
FDB47,3051.0,OUT018
FDC28,-106.0,OUT010
FDD22,1817.0,OUT046
FDS07,3315.0,OUT027
DRI13,3361.0,OUT045
FDG32,3219.0,OUT018
FDU14,4066.0,OUT017
FDD28,-887.0,OUT019
NCP41,1840.0,OUT017
FDS08,2879.0,OUT049
FDX47,2480.0,OUT045
FDC53,-261.0,OUT019
FDQ19,4012.0,OUT035
FDL14,2440.0,OUT045
FDM33,1607.0,OUT019
FDA51,1770.0,OUT045
FDZ27,559.0,OUT018
FDT04,705.0,OUT046
DRC13,2147.0,OUT049
FDR16,4895.0,OUT027
FDQ03,5239.0,OUT027
FDE38,2812.0,OUT035
DRH23,2361.0,OUT027
FDT11,1131.0,OUT019
FDD09,3012.0,OUT035
FDR40,1322.0,OUT045
FDX07,3092.0,OUT017
FDR07,1700.0,OUT035
FDA51,1957.0,OUT017
FDT59,1769.0,OUT019
FDF20,3195.0,OUT017
FDR13,1818.0,OUT045
FDY26,3481.0,OUT049
FDW04,2236.0,OUT017
FDK52,3694.0,OUT017
FDN60,2597.0,OUT049
FDM09,845.0,OUT019
FDP46,1543.0,OUT049
FDB50,-645.0,OUT019
NCQ29,4149.0,OUT049
FDP16,5337.0,OUT027
FDX33,2317.0,OUT018
FDP07,1144.0,OUT010
FDN22,4005.0,OUT046
FDF39,4289.0,OUT049
FDS21,1150.0,OUT017
NCM42,1740.0,OUT013
FDK50,733.0,OUT019
DRF13,3797.0,OUT027
FDH35,2337.0,OUT018
FDP60,1358.0,OUT018
DRJ49,3549.0,OUT027
NCT42,455.0,OUT019
FDE38,2773.0,OUT049
FDI04,3285.0,OUT049
NCH54,2406.0,OUT045
FDT56,1101.0,OUT049
DRD15,3371.0,OUT018
FDV58,3104.0,OUT013
FDP21,3115.0,OUT049
FDH05,3752.0,OUT013
FDR10,4041.0,OUT027
NCP06,2288.0,OUT045
FDF33,1835.0,OUT049
DRK37,3018.0,OUT013
DRH49,1297.0,OUT045
FDT58,2692.0,OUT013
FDD41,1441.0,OUT018
FDP40,1541.0,OUT018
FDM51,3155.0,OUT027
FDO45,-462.0,OUT010
FDW33,-216.0,OUT010
FDY24,860.0,OUT045
FDB10,1850.0,OUT010
FDM40,2388.0,OUT035
NCI06,2941.0,OUT017
FDW12,453.0,OUT019
FDX48,3967.0,OUT027
NCW05,3131.0,OUT027
FDX27,1676.0,OUT017
DRM37,3049.0,OUT045
FDA38,3750.0,OUT045
FDR36,707.0,OUT046
FDZ45,3151.0,OUT046
FDG05,2675.0,OUT017
FDK28,4116.0,OUT013
FDV47,1330.0,OUT045
FDN21,2490.0,OUT045
FDP20,3503.0,OUT027
FDI35,2826.0,OUT045
DRY23,778.0,OUT013
FDA56,2080.0,OUT017
FDB09,2008.0,OUT013
NCO26,3307.0,OUT027
FDQ49,2263.0,OUT018
FDI52,3415.0,OUT027
FDZ44,3343.0,OUT027
FDZ09,2324.0,OUT018
FDY03,1953.0,OUT049
NCG42,2164.0,OUT017
DRI13,4905.0,OUT027
FDQ32,2092.0,OUT013
FDW16,1656.0,OUT035
FDU27,815.0,OUT046
FDR28,732.0,OUT010
FDQ49,658.0,OUT010
FDS37,1871.0,OUT046
FDW26,3233.0,OUT018
FDX12,3598.0,OUT018
NCP06,2416.0,OUT013
FDW45,410.0,OUT010
NCN30,1613.0,OUT049
FDN24,973.0,OUT049
NCL41,1999.0,OUT027
FDR02,-125.0,OUT019
FDD09,986.0,OUT010
FDS33,-516.0,OUT010
FDU22,1848.0,OUT045
FDI53,2652.0,OUT013
DRH01,2869.0,OUT049
FDX32,2360.0,OUT013
NCP30,379.0,OUT018
FDB60,3038.0,OUT045
FDB14,1653.0,OUT049
NCP02,1072.0,OUT035
FDJ10,2362.0,OUT017
FDG34,1831.0,OUT046
NCB18,1496.0,OUT017
FDM16,1369.0,OUT049
FDW25,1091.0,OUT018
FDB35,-404.0,OUT010
DRN11,2286.0,OUT013
FDF41,1989.0,OUT019
FDH16,1362.0,OUT045
NCQ50,3077.0,OUT018
DRH23,626.0,OUT018
DRJ37,2442.0,OUT013
DRJ24,4355.0,OUT027
FDY16,3106.0,OUT035
FDQ27,1676.0,OUT045
FDZ33,2294.0,OUT045
FDF29,2082.0,OUT045
FDA08,2751.0,OUT049
FDG31,1083.0,OUT046
FDE34,967.0,OUT019
NCR30,2633.0,OUT027
FDV33,4270.0,OUT035
DRZ24,1634.0,OUT018
NCL54,2896.0,OUT035
FDR12,2893.0,OUT049
NCC54,3779.0,OUT046
DRN59,798.0,OUT013
FDX50,-133.0,OUT019
FDV31,4289.0,OUT027
NCA29,4183.0,OUT027
FDW60,2969.0,OUT049
FDX08,3001.0,OUT017
DRD49,3734.0,OUT013
FDD33,3663.0,OUT046
FDW35,760.0,OUT013
FDJ36,1785.0,OUT017
FDV51,2794.0,OUT035
FDW36,1715.0,OUT046
FDH35,2637.0,OUT046
NCS30,3523.0,OUT027
FDN49,780.0,OUT017
FDL08,3623.0,OUT018
FDI09,3872.0,OUT013
FDP19,1783.0,OUT018
FDU21,-1316.0,OUT010
NCP41,1639.0,OUT045
FDY10,1848.0,OUT013
FDP12,393.0,OUT018
NCN26,1963.0,OUT049
FDK44,2800.0,OUT013
FDC28,1877.0,OUT049
FDJ41,5615.0,OUT027
NCT29,2090.0,OUT035
NCH42,1691.0,OUT019
FDU60,2428.0,OUT018
FDS02,3030.0,OUT045
FDC51,2035.0,OUT046
FDU03,2980.0,OUT013
FDX39,3326.0,OUT045
NCY05,-1314.0,OUT010
NCL06,5527.0,OUT027
FDD32,1496.0,OUT035
NCN41,1866.0,OUT045
NCX53,2353.0,OUT049
FDU57,517.0,OUT019
FDQ23,1683.0,OUT046
FDQ52,3848.0,OUT045
FDC14,660.0,OUT045
FDY09,2960.0,OUT035
FDQ28,2466.0,OUT045
FDV25,3507.0,OUT046
FDJ07,2026.0,OUT035
DRB25,1787.0,OUT049
FDK52,1681.0,OUT019
FDY52,2519.0,OUT027
FDB28,3127.0,OUT046
FDT36,766.0,OUT035
FDV25,3625.0,OUT017
NCN07,3517.0,OUT027
FDC57,3204.0,OUT017
FDQ03,3508.0,OUT018
FDU23,2776.0,OUT017
NCX41,3496.0,OUT035
NCD06,887.0,OUT035
FDW08,1644.0,OUT045
NCU29,2390.0,OUT017
NCE06,2556.0,OUT013
FDV52,0.0,OUT010
FDB02,2960.0,OUT017
NCR18,640.0,OUT045
FDK16,1623.0,OUT049
NCQ29,2124.0,OUT010
FDZ01,-173.0,OUT019
FDW27,2670.0,OUT035
FDD17,3487.0,OUT018
FDW39,2916.0,OUT013
DRH59,1109.0,OUT045
FDS52,1684.0,OUT013
FDU40,4555.0,OUT027
NCF54,2764.0,OUT013
FDH46,1632.0,OUT045
NCP14,1731.0,OUT049
FDH50,3069.0,OUT049
DRF15,530.0,OUT010
FDV27,2915.0,OUT027
NCJ06,2003.0,OUT049
FDN02,2971.0,OUT018
FDQ51,947.0,OUT049
FDQ07,3658.0,OUT017
FDS45,1841.0,OUT049
NCJ06,1846.0,OUT045
FDD36,2032.0,OUT035
FDY25,2850.0,OUT045
FDU52,2475.0,OUT046
DRK47,3673.0,OUT017
NCL30,2136.0,OUT017
FDN22,4158.0,OUT035
NCF30,3429.0,OUT027
FDK03,4224.0,OUT035
FDT45,1024.0,OUT017
NCC54,5201.0,OUT027
FDP08,2845.0,OUT018
FDU44,2639.0,OUT046
DRG39,1013.0,OUT035
FDU32,2083.0,OUT049
FDY27,2951.0,OUT049
NCP54,1992.0,OUT013
NCZ41,2115.0,OUT049
DRL49,2306.0,OUT013
FDI05,991.0,OUT018
FDY56,3548.0,OUT045
DRC13,2086.0,OUT013
NCV29,2934.0,OUT017
FDR24,1585.0,OUT049
FDZ34,2767.0,OUT018
FDP37,2144.0,OUT035
FDX08,4335.0,OUT027
FDS57,2186.0,OUT045
NCG18,1735.0,OUT049
FDK25,2423.0,OUT018
FDH53,1491.0,OUT049
DRI59,3250.0,OUT018
FDA52,2843.0,OUT046
FDT20,-1254.0,OUT010
FDE36,747.0,OUT019
FDI24,2872.0,OUT017
FDB28,2868.0,OUT018
FDV11,2955.0,OUT017
FDP01,2499.0,OUT046
FDD34,4047.0,OUT027
FDJ50,2335.0,OUT027
FDZ44,1940.0,OUT013
DRO59,1363.0,OUT035
DRB48,637.0,OUT045
FDR21,2499.0,OUT018
NCE42,1800.0,OUT010
FDO23,1499.0,OUT046
NCE30,3050.0,OUT018
FDQ22,798.0,OUT035
FDY01,1802.0,OUT045
FDS08,2920.0,OUT017
FDG28,3675.0,OUT018
FDQ51,598.0,OUT018
FDB05,4032.0,OUT017
FDO56,2015.0,OUT049
FDE02,1197.0,OUT018
FDN45,3618.0,OUT017
FDS09,892.0,OUT013
NCA54,2576.0,OUT018
FDP09,1456.0,OUT010
FDC53,1536.0,OUT045
NCM55,3030.0,OUT017
FDL09,2429.0,OUT018
FDA11,-381.0,OUT019
FDA50,1448.0,OUT045
FDC23,2958.0,OUT017
FDE22,2635.0,OUT049
FDD23,3015.0,OUT046
NCA29,2827.0,OUT049
FDK38,2355.0,OUT046
DRC13,1998.0,OUT046
NCP43,2925.0,OUT049
FDX28,1723.0,OUT049
FDF08,1601.0,OUT049
FDZ33,2379.0,OUT046
FDD10,2993.0,OUT049
FDO58,2690.0,OUT017
FDI50,3794.0,OUT017
FDO58,2570.0,OUT045
FDX08,2916.0,OUT013
NCK17,-1228.0,OUT010
FDF39,4336.0,OUT035
FDU45,-70.0,OUT010
NCJ18,1548.0,OUT018
DRC27,1973.0,OUT019
DRC25,1513.0,OUT035
FDU59,2696.0,OUT035
FDU28,3188.0,OUT035
NCP30,678.0,OUT046
FDB39,639.0,OUT018
FDE41,1496.0,OUT013
DRH11,-1010.0,OUT010
FDA58,3666.0,OUT045
FDU50,1907.0,OUT046
FDM34,2112.0,OUT013
FDM44,3105.0,OUT027
FDR39,2848.0,OUT045
FDM25,2762.0,OUT045
FDQ49,2643.0,OUT049
DRH25,594.0,OUT018
FDM09,4207.0,OUT027
FDL44,691.0,OUT019
NCR42,258.0,OUT018
DRL59,869.0,OUT046
FDX43,2724.0,OUT013
DRK47,1650.0,OUT010
FDU48,1823.0,OUT018
FDY12,798.0,OUT045
NCN43,1669.0,OUT018
NCM55,2610.0,OUT018
FDQ21,3447.0,OUT027
FDX13,4108.0,OUT035
NCK30,5427.0,OUT027
FDG20,2915.0,OUT049
DRG27,761.0,OUT017
FDY14,3882.0,OUT018
FDP59,1836.0,OUT035
FDU60,2837.0,OUT017
NCC18,771.0,OUT019
DRJ39,3541.0,OUT017
FDS07,1933.0,OUT049
FDM08,5029.0,OUT027
FDP51,1894.0,OUT045
FDU16,1534.0,OUT035
FDH12,1740.0,OUT013
DRE48,1202.0,OUT010
NCL42,5297.0,OUT027
FDR21,2746.0,OUT045
NCW29,2218.0,OUT035
FDO11,4036.0,OUT013
NCM31,2331.0,OUT049
FDV35,553.0,OUT019
FDF58,1137.0,OUT017
NCE43,2747.0,OUT049
FDA02,2482.0,OUT035
DRL37,-1166.0,OUT010
FDR24,1238.0,OUT018
FDW59,1465.0,OUT049
FDS22,915.0,OUT049
FDW24,932.0,OUT017
FDU24,1714.0,OUT035
FDA21,4439.0,OUT027
FDH58,3359.0,OUT027
FDW36,1393.0,OUT018
FDI45,4213.0,OUT027
FDU01,2727.0,OUT018
FDF35,3197.0,OUT027
FDU43,1915.0,OUT019
FDE24,387.0,OUT019
FDK50,2711.0,OUT049
FDG31,976.0,OUT045
FDC60,1414.0,OUT045
FDL36,1492.0,OUT013
FDP21,3088.0,OUT013
FDW16,1438.0,OUT045
FDX02,3661.0,OUT017
FDQ58,3951.0,OUT027
FDT51,1829.0,OUT046
FDD59,1445.0,OUT049
NCM42,1452.0,OUT018
FDA57,415.0,OUT018
FDZ48,1944.0,OUT035
FDE46,2370.0,OUT045
NCZ30,31.0,OUT019
FDB56,3142.0,OUT017
FDA25,3189.0,OUT027
FDD20,2056.0,OUT013
FDL25,1564.0,OUT013
NCO18,2889.0,OUT049
FDJ45,696.0,OUT017
FDR12,2894.0,OUT035
NCF19,-1148.0,OUT010
FDK25,2667.0,OUT046
NCR17,1815.0,OUT046
FDC52,2483.0,OUT046
NCA54,2956.0,OUT017
FDR45,1894.0,OUT010
NCM19,1913.0,OUT049
FDF39,5675.0,OUT027
FDX23,1669.0,OUT049
FDD58,3061.0,OUT027
FDX28,1672.0,OUT013
NCD31,2604.0,OUT013
FDU57,2153.0,OUT018
FDI27,821.0,OUT046
NCM42,1717.0,OUT046
FDD32,2827.0,OUT027
FDI34,3692.0,OUT013
NCM29,2161.0,OUT049
